document,true_category
"For decades, the US has allowed ""foreign firms to weaken United States producers in the polysilicon sector,"" said Trump, who has long advocated for the use of tariffs to protect American jobs and boost the economy. The material is critical in military equipment and electronics, yet imports have led to the US' share of global polysilicon production to fall from 50% in 2005 to less than 2% in 2024, Trump said. China holds a near monopoly on the production of polysilicon.",Economics
"The order is likely to benefit Hemlock Semiconductor and Wacker Chemie, which are the main producers of the material in the US. The production of computer chips is central to the race between the US and China to develop artificial intelligence (AI). Washington and Beijing have also been locked in a tit-for-tat tariffs war, which has been on hold since May 2025. Analysts quoted by Chinese state media outlet Global Times said the new tariff marks the latest escalation in Washington's efforts to limit China's role in critical technology supply chains.",Economics
"The move follows other US restrictions on the imports of drones, humanoid robots and other tech products from China. China announced a range of countermeasures this week, including tighter export controls on drones. Beijing also launched a national security review into imported printers and copiers. Trump administration pays back $100bn in 'Liberation Day' tariffs to businesses",Economics
What tariffs has Trump introduced and why? Watch our pick of standout clips from across the BBC West Midlands fire crews tackle 'hotspots' as residents return to destroyed homes,Economics
Video shows scale of devastation in Stourbridge Parliamentary investigation resumes into Farage hours after he wins Clacton by-election Afghan women tell BBC of beatings and buried dreams five years into Taliban rule,Economics
"Wildlife suffering in heatwaves, say experts I got an Â£89 refund â how to cancel and avoid unwanted subscriptions Weekly quiz: What was used to smuggle Donald Trump off Air Force One?",Economics
You got hold of eclipse glasses just in time - here's what to do with them now Couple tie the knot on 'magical' solar eclipse day The Office's Lucy Davis 'overwhelmed' by kindness after cancer diagnosis,Economics
Future Earth newsletter: Keep up with the latest climate news with Justin Rowlatt Philomena Cunk examines life and existence Listen back to Salonen orchestras playing 20th-century classics,Economics
"In 1940s Australia, a young orphan is brought to a remote orphanage How a murder case has been fuelling a culture war Mother jailed for killing baby by burning her with a hairdryer",Economics
Eurovision proposes new rules to tackle mass voting The Office's Lucy Davis 'overwhelmed' by kindness after cancer diagnosis 'Unprecedented' rain in Japan kills eight people,Economics
Farage's by-election victory won't stop questions about finances Man died after being 'trampled' by cattle on estate NHS service admits data breach due to pager use,Economics
"""Spider-Man: Brand New Day"" made box office history in its first weekend in theaters. The Sony-released superhero movie became the second-biggest North American opening ever with an astonishing $355 million in ticket sales, according to studio estimates Sunday. It was just a few million shy of ""Avengers: Endgame,"" which debuted to $357 million in 2019. The film also made $572 million from over 73,500 screens internationally, with China contributing $121 million alone, adding up to a $927 million worldwide debut that is second only to ""Endgame"" ($1.2 billion). Tom Holland's run as the comic book webslinger has been a mighty one. ""No Way Home,"" his third standalone Spider-Man movie, made over $1.9 billion worldwide to become the eighth-highest earning movie of all time, not accounting for inflation. It was also the first movie since the beginning of the pandemic to cross the $1 billion mark.",Entertainment
"But the triumph of ""Brand New Day"" also comes on the heels of another major movie featuring Holland and Zendaya: Christopher Nolan's""The Odyssey,"" which slid to second place in its third weekend in theaters with $51 million. Their combined might helped propel the biggest weekend of all time for North American movie theaters, with an estimated $430 million in total ticket sales, according to Rentrak. ""Spider-Man: Brand New Day"" started strong, with a record $168 million opening day from 4,487 theaters in the U.S. and Canada, besting ""Avenger: Endgame's"" $157 million Friday. The studio predicted it would lead to a $325 million opening weekend, which would still have beaten the second-place record. It takes the place of ""Spider-Man: No Way Home"" which opened to $260 million in December 2021. In the realm of best opening weekends in North America, they're followed by ""Avengers: Infinity War"" ($257 million in 2018) and ""Star Wars: The Force Awakens"" ($247 million in 2015). Expectations were always high for ""Brand New Day,"" which was directed by Destin Daniel Cretton and cost a reported $225 million to produce, not including marketing expenses. But there were worries it wouldn't attract the same level of mass audience enthusiasm as its predecessor which integrated past Peter Parker actors Tobey Maguire and Andrew Garfield into the mix. In reality, interest was higher than ever. ""Brand New Day"" also received strong reviews from critics and audiences. It currently has a 90% on Rotten Tomatoes; Audiences gave it an ""A"" CinemaScore and a five-star rating on PostTrak.",Entertainment
"Ticket buyers were predominately male (about 61%) and many were on the younger side, with slightly more than half the audience under the age of 25, according to PostTrak exit polls. The biggest group was between the ages of 18 and 24, which made up 36% of the audience; 27% were between the ages of 25 and 34. The box office analytics company EntTelligence estimates that about 24.1 million people attended ""Spider-Man: Brand New Day"" this weekend. It's also the biggest ever opening for Sony Pictures. Tom Rothman, the Chairman and CEO of Sony Pictures Motion Picture Group, praised ""the incomparable Tom Holland"" in a statement. Rothman famously pushed back the production of the movie to allow Holland to act in ""The Odyssey"" as well.",Entertainment
